x y  z
10 2 -1.8973666
11 2 -1.834121
12 2 -1.6443844
13 2 -1.2016655
14 2 -0.88543774
15 2 -0.63245553
16 2 -0.88543774
17 2 -1.6443844
18 2 -0.44271887
19 2 -0.56920998
20 2 -0.69570109
21 2 -0.82219219
22 2 -0.82219219
23 2 -0.63245553
24 2 -0.44271887
25 2 -0.69570109
26 2 -0.50596443
27 2 0.56920998
28 2 0.69570109
29 2 0.31622777
30 2 -0.063245553
31 2 -0.31622777
32 2 -0.18973666
33 2 -0.25298221
34 2 -0.69570109
35 2 -1.0751744
36 2 -1.4546477
37 2 -1.5811388
38 2 -1.5178933
39 2 -0.88543774
40 2 -0.75894664
41 2 0.18973666
42 2 0.12649111
43 2 0.56920998
44 2 0.37947332
45 2 0.31622777
46 2 0.25298221
47 2 -0.18973666
48 2 -0.25298221
49 2 -0.37947332
50 2 0
51 2 -0.31622777
52 2 -0.37947332
53 2 -0.44271887
54 2 -0.44271887
55 2 -0.31622777
56 2 0.75894664
57 2 0.88543774
58 2 0.82219219
59 2 0.063245553
60 2 0.31622777
61 2 0.18973666
62 2 0.063245553
63 2 0.063245553
64 2 -0.37947332
65 2 -0.69570109
66 2 0.063245553
67 2 -0.88543774
68 2 -1.0751744
69 2 -0.63245553
70 2 -0.69570109
71 2 -1.2649111
72 2 -1.8973666
73 2 -0.9486833
74 2 -1.0751744
75 2 -1.13842
76 2 -0.69570109
77 2 -0.9486833
78 2 -1.13842
79 2 -1.13842
80 2 -0.88543774
81 2 -0.82219219
82 2 -0.37947332
83 2 -0.44271887
84 2 0.18973666
85 2 -0.69570109
86 2 -0.82219219
87 2 -0.50596443
88 2 -0.63245553
89 2 -1.3914022
90 2 -0.9486833
91 2 -0.69570109
92 2 -0.50596443
93 2 -1.2016655
94 2 -0.31622777
95 2 -0.18973666
96 2 0.18973666
97 2 0.9486833
98 2 0.44271887
99 2 1.0751744
100 2 1.0751744
0 3 -0.56920998
1 3 -1.0119289
2 3 -1.8973666
3 3 -2.0238577
4 3 -1.6443844
5 3 -1.7076299
6 3 -1.0751744
7 3 -0.9486833
8 3 -0.88543774
9 3 -1.4546477
10 3 -1.3281566
11 3 -1.13842
12 3 -1.0119289
13 3 -0.88543774
14 3 -1.0119289
15 3 -0.44271887
16 3 -1.0119289
17 3 -1.4546477
18 3 -0.37947332
19 3 -0.50596443
20 3 -0.25298221
21 3 -0.82219219
22 3 -0.56920998
23 3 -0.75894664
24 3 -0.69570109
25 3 0
26 3 0.18973666
27 3 0.75894664
28 3 0.18973666
29 3 -0.31622777
30 3 0
31 3 -0.82219219
32 3 -0.88543774
33 3 -0.82219219
34 3 -0.82219219
35 3 -1.4546477
36 3 -1.3914022
37 3 -1.2649111
38 3 -0.50596443
39 3 -0.50596443
40 3 0.44271887
41 3 1.0751744
42 3 0.18973666
43 3 0.12649111
44 3 0.31622777
45 3 -0.18973666
46 3 0.25298221
47 3 -1.0119289
48 3 -1.3281566
49 3 -0.25298221
50 3 -0.56920998
51 3 -0.12649111
52 3 -0.63245553
53 3 -0.50596443
54 3 -0.63245553
55 3 -0.31622777
56 3 0.18973666
57 3 1.0751744
58 3 0.31622777
59 3 0.50596443
60 3 0.37947332
61 3 -0.063245553
62 3 -0.063245553
63 3 -0.44271887
64 3 -0.44271887
65 3 -0.50596443
66 3 -0.18973666
67 3 -0.44271887
68 3 -0.82219219
69 3 -0.69570109
70 3 -0.75894664
71 3 -0.88543774
72 3 -1.7708755
73 3 -1.4546477
74 3 -1.5811388
75 3 -2.2135944
76 3 -1.2649111
77 3 -1.2649111
78 3 -1.3914022
79 3 -1.5811388
80 3 -0.88543774
81 3 -1.5178933
82 3 -1.3914022
83 3 -0.75894664
84 3 -0.50596443
85 3 -0.69570109
86 3 -0.88543774
87 3 -1.0751744
88 3 -1.0119289
89 3 -1.0119289
90 3 -1.13842
91 3 -0.82219219
92 3 -0.82219219
93 3 -0.9486833
94 3 -0.44271887
95 3 0
96 3 -0.12649111
97 3 0.31622777
98 3 0.69570109
99 3 0.9486833
100 3 0.75894664
0 4 -1.0119289
1 4 -1.4546477
2 4 -1.13842
3 4 -1.5811388
4 4 -1.834121
5 4 -1.9606121
6 4 -1.3914022
7 4 -1.2649111
8 4 -1.5178933
9 4 -1.6443844
10 4 -1.3914022
11 4 -1.0751744
12 4 -1.0119289
13 4 -0.75894664
14 4 -0.63245553
15 4 -0.50596443
16 4 -1.2649111
17 4 -1.0119289
18 4 -1.0751744
19 4 -0.69570109
20 4 -0.37947332
21 4 -0.50596443
22 4 -0.56920998
23 4 -0.69570109
24 4 -0.82219219
25 4 -0.75894664
26 4 0.50596443
27 4 1.2016655
28 4 0.69570109
29 4 0.44271887
30 4 -0.063245553
31 4 -0.12649111
32 4 -0.12649111
33 4 -0.88543774
34 4 -0.56920998
35 4 -0.63245553
36 4 -0.50596443
37 4 -0.31622777
38 4 0.31622777
39 4 -0.37947332
40 4 0.063245553
41 4 0.88543774
42 4 0.56920998
43 4 0.44271887
44 4 0.37947332
45 4 0.18973666
46 4 0.18973666
47 4 -0.88543774
48 4 -1.2016655
49 4 -0.88543774
50 4 -1.0119289
51 4 -0.50596443
52 4 -0.31622777
53 4 0.063245553
54 4 -0.063245553
55 4 -0.44271887
56 4 -0.063245553
57 4 -0.063245553
58 4 -0.063245553
59 4 -0.25298221
60 4 0.12649111
61 4 0.44271887
62 4 -0.44271887
63 4 -0.44271887
64 4 -0.25298221
65 4 -0.56920998
66 4 -0.56920998
67 4 -0.56920998
68 4 -0.9486833
69 4 -0.9486833
70 4 -0.37947332
71 4 -0.63245553
72 4 -0.82219219
73 4 -1.5811388
74 4 -1.6443844
75 4 -2.3400855
76 4 -1.5178933
77 4 -1.7708755
78 4 -1.7076299
79 4 -1.3281566
80 4 -1.3281566
81 4 -1.2016655
82 4 -1.3281566
83 4 -1.0119289
84 4 -1.0751744
85 4 -1.0119289
86 4 -1.13842
87 4 -1.0751744
88 4 -0.88543774
89 4 -1.4546477
90 4 -1.3281566
91 4 -1.3914022
92 4 -1.8973666
93 4 -0.82219219
94 4 0.18973666
95 4 0
96 4 0.18973666
97 4 0.063245553
98 4 0.31622777
99 4 0.25298221
100 4 1.0119289
0 5 -1.2649111
1 5 -1.9606121
2 5 -2.0238577
3 5 -1.834121
4 5 -1.6443844
5 5 -1.2649111
6 5 -1.2649111
7 5 -1.0119289
8 5 -1.2649111
9 5 -0.9486833
10 5 -0.63245553
11 5 -1.3914022
12 5 -0.50596443
13 5 -1.0119289
14 5 -1.0119289
15 5 -0.56920998
16 5 -1.2649111
17 5 -1.13842
18 5 -0.9486833
19 5 -0.69570109
20 5 -0.50596443
21 5 -0.9486833
22 5 -0.18973666
23 5 -0.37947332
24 5 -0.56920998
25 5 -0.063245553
26 5 0.25298221
27 5 0.31622777
28 5 -0.063245553
29 5 0.69570109
30 5 0.37947332
31 5 0.44271887
32 5 0
33 5 -0.25298221
34 5 0.063245553
35 5 0.12649111
36 5 -0.063245553
37 5 0.50596443
38 5 0.69570109
39 5 0.69570109
40 5 0.31622777
41 5 0.56920998
42 5 0.69570109
43 5 1.0751744
44 5 0.75894664
45 5 0.50596443
46 5 0.063245553
47 5 -0.63245553
48 5 -0.31622777
49 5 -1.0119289
50 5 -0.75894664
51 5 -0.31622777
52 5 -0.25298221
53 5 -0.25298221
54 5 0
55 5 -0.50596443
56 5 -0.31622777
57 5 -0.37947332
58 5 -0.063245553
59 5 -0.44271887
60 5 -0.50596443
61 5 -0.31622777
62 5 -0.63245553
63 5 -1.13842
64 5 -1.7076299
65 5 -1.4546477
66 5 -1.2649111
67 5 -0.56920998
68 5 -0.18973666
69 5 -0.44271887
70 5 -0.75894664
71 5 -1.2016655
72 5 -1.7708755
73 5 -1.7076299
74 5 -2.0871033
75 5 -1.7076299
76 5 -2.2768399
77 5 -2.1503488
78 5 -1.7708755
79 5 -1.3281566
80 5 -1.5811388
81 5 -0.75894664
82 5 -0.9486833
83 5 -0.44271887
84 5 -0.9486833
85 5 -0.75894664
86 5 -0.75894664
87 5 -1.3281566
88 5 -1.3281566
89 5 -2.0238577
90 5 -1.834121
91 5 -1.8973666
92 5 -1.5811388
93 5 -1.2016655
94 5 0.063245553
95 5 -0.18973666
96 5 0.44271887
97 5 0.82219219
98 5 1.0751744
99 5 0.75894664
100 5 0.75894664
0 6 -1.0119289
1 6 -1.4546477
2 6 -1.9606121
3 6 -2.0871033
4 6 -2.1503488
5 6 -1.2016655
6 6 -1.13842
7 6 -1.0119289
8 6 -1.13842
9 6 -1.0119289
10 6 -0.9486833
11 6 -1.6443844
12 6 -1.2649111
13 6 -0.50596443
14 6 -0.56920998
15 6 -1.0119289
16 6 -1.0751744
17 6 -1.0119289
18 6 -1.3281566
19 6 -1.0119289
20 6 -0.75894664
21 6 -1.13842
22 6 -0.88543774
23 6 -0.37947332
24 6 -0.31622777
25 6 -0.063245553
26 6 0.37947332
27 6 1.3281566
28 6 0.44271887
29 6 0.37947332
30 6 0.50596443
31 6 0.44271887
32 6 0.063245553
33 6 0.50596443
34 6 0.063245553
35 6 0.18973666
36 6 0.37947332
37 6 0.50596443
38 6 0.69570109
39 6 0.37947332
40 6 0.25298221
41 6 0.63245553
42 6 1.13842
43 6 1.0751744
44 6 0.82219219
45 6 0.31622777
46 6 -0.56920998
47 6 -0.69570109
48 6 -0.9486833
49 6 -0.50596443
50 6 -0.9486833
51 6 -0.25298221
52 6 -0.25298221
53 6 0.12649111
54 6 -0.12649111
55 6 -0.88543774
56 6 -0.37947332
57 6 -0.44271887
58 6 -0.56920998
59 6 -0.75894664
60 6 -0.82219219
61 6 -0.9486833
62 6 -1.4546477
63 6 -1.4546477
64 6 -1.5178933
65 6 -2.0238577
66 6 -1.9606121
67 6 -0.75894664
68 6 -0.25298221
69 6 -0.75894664
70 6 -1.3914022
71 6 -1.3914022
72 6 -1.8973666
73 6 -2.0871033
74 6 -1.7076299
75 6 -1.5811388
76 6 -2.403331
77 6 -2.2768399
78 6 -2.0238577
79 6 -1.4546477
80 6 -0.9486833
81 6 -1.0119289
82 6 -1.0119289
83 6 -0.44271887
84 6 -0.50596443
85 6 -0.82219219
86 6 -0.56920998
87 6 -0.9486833
88 6 -1.4546477
89 6 -1.7708755
90 6 -2.0871033
91 6 -1.3914022
92 6 -1.2016655
93 6 -0.63245553
94 6 -0.69570109
95 6 -0.63245553
96 6 1.2016655
97 6 0.82219219
98 6 1.0751744
99 6 0.9486833
100 6 0.88543774
0 7 -0.88543774
1 7 -1.3281566
2 7 -1.5811388
3 7 -2.2135944
4 7 -1.8973666
5 7 -0.88543774
6 7 -1.0119289
7 7 -0.44271887
8 7 -0.9486833
9 7 -0.82219219
10 7 -1.5178933
11 7 -1.4546477
12 7 -1.2649111
13 7 -1.0119289
14 7 -0.82219219
15 7 -1.0751744
16 7 -0.82219219
17 7 -1.5811388
18 7 -1.0751744
19 7 -0.82219219
20 7 -0.75894664
21 7 -0.63245553
22 7 -0.75894664
23 7 -0.69570109
24 7 -0.37947332
25 7 -0.44271887
26 7 0.37947332
27 7 1.3914022
28 7 0.63245553
29 7 0.37947332
30 7 0.69570109
31 7 0.44271887
32 7 0.44271887
33 7 0.18973666
34 7 0.37947332
35 7 0.44271887
36 7 1.0119289
37 7 0.63245553
38 7 0.56920998
39 7 -0.12649111
40 7 0.12649111
41 7 0.25298221
42 7 0.82219219
43 7 1.0119289
44 7 1.2649111
45 7 0.37947332
46 7 -0.12649111
47 7 -0.37947332
48 7 0.063245553
49 7 -0.25298221
50 7 -0.56920998
51 7 -0.63245553
52 7 0.063245553
53 7 -0.063245553
54 7 -1.0751744
55 7 -0.82219219
56 7 -0.9486833
57 7 -1.2649111
58 7 -0.82219219
59 7 -0.9486833
60 7 -1.5178933
61 7 -1.4546477
62 7 -1.3281566
63 7 -1.5178933
64 7 -1.4546477
65 7 -1.7708755
66 7 -2.2135944
67 7 -1.13842
68 7 -1.0119289
69 7 -1.2649111
70 7 -1.7076299
71 7 -1.4546477
72 7 -1.8973666
73 7 -2.4665766
74 7 -2.2768399
75 7 -2.0238577
76 7 -2.7828043
77 7 -1.6443844
78 7 -1.4546477
79 7 -0.82219219
80 7 -0.75894664
81 7 -0.63245553
82 7 -0.69570109
83 7 -0.12649111
84 7 -0.50596443
85 7 -0.63245553
86 7 -0.56920998
87 7 -1.5178933
88 7 -1.2016655
89 7 -1.3281566
90 7 -1.2016655
91 7 -1.5178933
92 7 -1.5178933
93 7 -0.82219219
94 7 -0.88543774
95 7 -0.18973666
96 7 0.12649111
97 7 0.75894664
98 7 1.0119289
99 7 0.88543774
100 7 0.37947332
0 8 -0.9486833
1 8 -1.4546477
2 8 -1.9606121
3 8 -1.9606121
4 8 -1.7076299
5 8 -1.5178933
6 8 -1.2649111
7 8 -0.75894664
8 8 -1.2649111
9 8 -0.9486833
10 8 -1.834121
11 8 -1.13842
12 8 -1.3914022
13 8 -0.9486833
14 8 -0.44271887
15 8 -0.063245553
16 8 -0.44271887
17 8 -0.56920998
18 8 -0.31622777
19 8 -0.50596443
20 8 -0.63245553
21 8 -0.18973666
22 8 -0.9486833
23 8 -0.56920998
24 8 0.063245553
25 8 -0.44271887
26 8 0.50596443
27 8 1.2016655
28 8 0.9486833
29 8 0.63245553
30 8 0.88543774
31 8 0.50596443
32 8 0.31622777
33 8 0.31622777
34 8 0.12649111
35 8 0.18973666
36 8 0.9486833
37 8 0.44271887
38 8 0.12649111
39 8 -0.063245553
40 8 1.0751744
41 8 0.18973666
42 8 1.13842
43 8 0.63245553
44 8 1.6443844
45 8 0.75894664
46 8 0.12649111
47 8 0.12649111
48 8 -0.31622777
49 8 -0.063245553
50 8 -0.44271887
51 8 -0.063245553
52 8 -0.37947332
53 8 -0.63245553
54 8 -1.2016655
55 8 -0.50596443
56 8 -0.69570109
57 8 -1.5178933
58 8 -1.5178933
59 8 -1.2649111
60 8 -1.6443844
61 8 -2.3400855
62 8 -1.9606121
63 8 -1.5811388
64 8 -0.88543774
65 8 -1.7076299
66 8 -1.9606121
67 8 -1.3914022
68 8 -0.63245553
69 8 -0.9486833
70 8 -0.82219219
71 8 -1.13842
72 8 -1.13842
73 8 -1.8973666
74 8 -1.2016655
75 8 -1.5178933
76 8 -2.0871033
77 8 -1.7076299
78 8 -0.9486833
79 8 -1.13842
80 8 -1.0119289
81 8 -0.82219219
82 8 -0.75894664
83 8 -0.56920998
84 8 -0.18973666
85 8 -0.82219219
86 8 -1.2649111
87 8 -0.9486833
88 8 -1.3914022
89 8 -1.4546477
90 8 -1.3914022
91 8 -1.5811388
92 8 -0.56920998
93 8 -0.50596443
94 8 -0.37947332
95 8 -0.31622777
96 8 0.44271887
97 8 0.75894664
98 8 1.2649111
99 8 0.44271887
100 8 0.50596443
0 9 -1.3914022
1 9 -1.0751744
2 9 -1.2649111
3 9 -2.2135944
4 9 -2.403331
5 9 -1.9606121
6 9 -1.5811388
7 9 -1.13842
8 9 -0.37947332
9 9 -0.88543774
10 9 -0.69570109
11 9 -0.69570109
12 9 -0.63245553
13 9 -0.56920998
14 9 -0.82219219
15 9 -0.75894664
16 9 -0.63245553
17 9 -1.13842
18 9 -0.69570109
19 9 -0.69570109
20 9 0
21 9 -0.63245553
22 9 -0.25298221
23 9 -0.56920998
24 9 0.12649111
25 9 0.25298221
26 9 0.063245553
27 9 1.0119289
28 9 0.9486833
29 9 0.69570109
30 9 0.18973666
31 9 0.63245553
32 9 0.18973666
33 9 0.31622777
34 9 0.25298221
35 9 0.69570109
36 9 0.63245553
37 9 0.18973666
38 9 -0.12649111
39 9 -0.31622777
40 9 -0.18973666
41 9 -0.18973666
42 9 1.0119289
43 9 0.82219219
44 9 0.63245553
45 9 0.18973666
46 9 -0.063245553
47 9 -0.37947332
48 9 -0.31622777
49 9 -0.31622777
50 9 -0.18973666
51 9 0.063245553
52 9 0.18973666
53 9 0.063245553
54 9 0
55 9 -0.25298221
56 9 -0.9486833
57 9 -0.75894664
58 9 -1.5811388
59 9 -0.82219219
60 9 -1.5178933
61 9 -1.2016655
62 9 -1.7076299
63 9 -1.5178933
64 9 -0.82219219
65 9 -1.0119289
66 9 -1.0119289
67 9 -1.0119289
68 9 -0.44271887
69 9 -0.88543774
70 9 -0.31622777
71 9 -0.44271887
72 9 -1.2016655
73 9 -0.9486833
74 9 -1.13842
75 9 -0.56920998
76 9 -1.0119289
77 9 -1.0119289
78 9 -0.37947332
79 9 -0.50596443
80 9 -0.75894664
81 9 -0.56920998
82 9 -0.56920998
83 9 -0.18973666
84 9 -0.37947332
85 9 -1.2016655
86 9 -0.88543774
87 9 -1.0751744
88 9 -1.13842
89 9 -1.13842
90 9 -1.7708755
91 9 -1.3281566
92 9 -0.37947332
93 9 0.18973666
94 9 0.44271887
95 9 0.25298221
96 9 0.44271887
97 9 1.3281566
98 9 0.50596443
99 9 0.63245553
100 9 -0.12649111
0 10 -1.5178933
1 10 -1.3281566
2 10 -1.3914022
3 10 -2.2768399
4 10 -2.5298221
5 10 -1.5178933
6 10 -0.82219219
7 10 -1.2649111
8 10 -0.88543774
9 10 -1.3281566
10 10 -1.4546477
11 10 -1.5178933
12 10 -1.0751744
13 10 -0.88543774
14 10 -0.82219219
15 10 -0.44271887
16 10 -0.37947332
17 10 -1.4546477
18 10 -1.2649111
19 10 -0.9486833
20 10 -0.82219219
21 10 -0.50596443
22 10 -0.18973666
23 10 -0.31622777
24 10 0.31622777
25 10 -0.63245553
26 10 0.31622777
27 10 -0.063245553
28 10 0.88543774
29 10 0.82219219
30 10 0.50596443
31 10 0.44271887
32 10 0.44271887
33 10 0.56920998
34 10 0.50596443
35 10 0.18973666
36 10 0.44271887
37 10 0.12649111
38 10 -0.31622777
39 10 -0.56920998
40 10 -0.88543774
41 10 -0.56920998
42 10 0.56920998
43 10 1.3281566
44 10 0.63245553
45 10 0.31622777
46 10 0.12649111
47 10 -0.50596443
48 10 -0.69570109
49 10 -1.13842
50 10 -1.0751744
51 10 -0.82219219
52 10 -0.18973666
53 10 -0.25298221
54 10 -0.56920998
55 10 -0.75894664
56 10 -0.9486833
57 10 -1.0751744
58 10 -1.2649111
59 10 -1.0119289
60 10 -1.4546477
61 10 -1.5811388
62 10 -1.3281566
63 10 -1.5178933
64 10 -0.25298221
65 10 -0.56920998
66 10 -0.37947332
67 10 -0.75894664
68 10 -0.82219219
69 10 -0.69570109
70 10 -0.69570109
71 10 -0.63245553
72 10 -0.9486833
73 10 -0.50596443
74 10 -0.69570109
75 10 -0.12649111
76 10 0.063245553
77 10 -0.50596443
78 10 0.063245553
79 10 0.12649111
80 10 -0.25298221
81 10 -0.50596443
82 10 0.44271887
83 10 -0.50596443
84 10 -0.56920998
85 10 -1.3914022
86 10 -1.0751744
87 10 -1.5178933
88 10 -1.5811388
89 10 -1.4546477
90 10 -1.5811388
91 10 -0.50596443
92 10 0.69570109
93 10 0.63245553
94 10 0.82219219
95 10 1.2649111
96 10 1.3914022
97 10 1.5178933
98 10 0.50596443
99 10 0.12649111
100 10 0.63245553
0 11 -1.7076299
1 11 -0.82219219
2 11 -1.0751744
3 11 -1.8973666
4 11 -1.8973666
5 11 -1.9606121
6 11 -1.2649111
7 11 -1.4546477
8 11 -0.69570109
9 11 -1.2016655
10 11 -2.2768399
11 11 -1.7076299
12 11 -1.3914022
13 11 -1.3914022
14 11 -1.0119289
15 11 -0.37947332
16 11 -0.063245553
17 11 -0.56920998
18 11 -0.88543774
19 11 -0.50596443
20 11 -0.9486833
21 11 -0.69570109
22 11 -1.2016655
23 11 -0.37947332
24 11 -0.31622777
25 11 0.18973666
26 11 0.75894664
27 11 0.88543774
28 11 0.75894664
29 11 0.69570109
30 11 0.31622777
31 11 0.12649111
32 11 0.63245553
33 11 0.31622777
34 11 0.63245553
35 11 0.56920998
36 11 0.69570109
37 11 0.44271887
38 11 0.56920998
39 11 -0.25298221
40 11 -0.56920998
41 11 -1.0119289
42 11 -0.18973666
43 11 1.0751744
44 11 0.82219219
45 11 -0.44271887
46 11 -0.18973666
47 11 0
48 11 -0.9486833
49 11 -0.9486833
50 11 -0.12649111
51 11 -0.12649111
52 11 -0.44271887
53 11 -0.82219219
54 11 -0.75894664
55 11 -0.69570109
56 11 -0.63245553
57 11 -0.82219219
58 11 -1.13842
59 11 -1.3914022
60 11 -1.5178933
61 11 -1.0119289
62 11 -1.2016655
63 11 -1.13842
64 11 -1.0751744
65 11 -0.82219219
66 11 -0.75894664
67 11 -0.63245553
68 11 -0.44271887
69 11 -0.82219219
70 11 -0.63245553
71 11 -0.18973666
72 11 -0.063245553
73 11 -0.63245553
74 11 -0.69570109
75 11 -0.50596443
76 11 0.063245553
77 11 0.12649111
78 11 0.12649111
79 11 -0.18973666
80 11 -0.63245553
81 11 0.12649111
82 11 0.18973666
83 11 -0.69570109
84 11 -0.82219219
85 11 -1.0751744
86 11 -1.2016655
87 11 -1.5811388
88 11 -2.0238577
89 11 -1.834121
90 11 -1.4546477
91 11 -0.63245553
92 11 -0.18973666
93 11 0
94 11 1.0751744
95 11 1.2649111
96 11 1.4546477
97 11 0.56920998
98 11 0.9486833
99 11 0.63245553
100 11 0.18973666
0 12 -0.69570109
1 12 -1.3281566
2 12 -1.3914022
3 12 -1.9606121
4 12 -1.7708755
5 12 -1.8973666
6 12 -1.3914022
7 12 -1.3281566
8 12 -1.3281566
9 12 -1.4546477
10 12 -1.4546477
11 12 -1.8973666
12 12 -1.6443844
13 12 -0.9486833
14 12 -0.56920998
15 12 -0.25298221
16 12 -0.37947332
17 12 0.063245553
18 12 -0.44271887
19 12 -0.44271887
20 12 -0.75894664
21 12 -0.88543774
22 12 -1.0751744
23 12 -0.25298221
24 12 0.25298221
25 12 0.50596443
26 12 0.9486833
27 12 1.0119289
28 12 0.82219219
29 12 1.0119289
30 12 -0.063245553
31 12 0.063245553
32 12 0.82219219
33 12 0.44271887
34 12 1.13842
35 12 0.82219219
36 12 0.9486833
37 12 0.56920998
38 12 0.88543774
39 12 0.82219219
40 12 0.063245553
41 12 -0.25298221
42 12 0.37947332
43 12 0.63245553
44 12 0.31622777
45 12 0
46 12 0.18973666
47 12 -0.25298221
48 12 -0.12649111
49 12 -0.56920998
50 12 -0.37947332
51 12 0.25298221
52 12 0.18973666
53 12 -0.25298221
54 12 -0.63245553
55 12 -0.56920998
56 12 -0.56920998
57 12 0
58 12 -0.88543774
59 12 -0.75894664
60 12 -0.50596443
61 12 -0.50596443
62 12 -0.88543774
63 12 -1.2649111
64 12 -0.82219219
65 12 -0.37947332
66 12 -0.63245553
67 12 0.31622777
68 12 -0.25298221
69 12 -0.37947332
70 12 -0.82219219
71 12 -0.25298221
72 12 -0.82219219
73 12 -0.69570109
74 12 -0.75894664
75 12 -0.63245553
76 12 -0.37947332
77 12 0.12649111
78 12 -0.12649111
79 12 -0.18973666
80 12 -0.12649111
81 12 -0.18973666
82 12 -0.25298221
83 12 -0.25298221
84 12 -0.69570109
85 12 -0.44271887
86 12 -0.56920998
87 12 -1.13842
88 12 -1.6443844
89 12 -1.0119289
90 12 -1.2649111
91 12 -1.2016655
92 12 -0.063245553
93 12 0.75894664
94 12 1.13842
95 12 0.9486833
96 12 1.3914022
97 12 0.56920998
98 12 0.56920998
99 12 0.44271887
100 12 0.37947332
0 13 -1.7708755
